mysql> show global variables;
+------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Variable_name                                              | Value                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| max_points_in_geometry                                     | 65536                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| max_prepared_stmt_count                                    | 16382                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| max_relay_log_size                                         | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| max_seeks_for_key                                          | 18446744073709551615                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| max_sort_length                                            | 1024                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| max_sp_recursion_depth                                     | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| max_user_connections                                       | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| max_write_lock_count                                       | 18446744073709551615                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| min_examined_row_limit                                     | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| myisam_data_pointer_size                                   | 6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| myisam_max_sort_file_size                                  | 9223372036853727232                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| myisam_mmap_size                                           | 18446744073709551615                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| myisam_recover_options                                     | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| myisam_sort_buffer_size                                    | 8388608                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| myisam_stats_method                                        | nulls_unequal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| myisam_use_mmap                                            | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| mysql_native_password_proxy_users                          | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| mysqlx_bind_address                                        | 10.0.0.196/mysql                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| mysqlx_compression_algorithms                              | DEFLATE_STREAM,LZ4_MESSAGE,ZSTD_STREAM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| mysqlx_connect_timeout                                     | 30                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| mysqlx_deflate_default_compression_level                   | 3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| mysqlx_deflate_max_client_compression_level                | 5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| mysqlx_document_id_unique_prefix                           | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| mysqlx_enable_hello_notice                                 | ON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| mysqlx_idle_worker_thread_timeout                          | 60                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| mysqlx_interactive_timeout                                 | 28800                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| mysqlx_lz4_default_compression_level                       | 2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| mysqlx_lz4_max_client_compression_level                    | 8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| mysqlx_max_allowed_packet                                  | 67108864                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| mysqlx_max_connections                                     | 65535                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| mysqlx_min_worker_threads                                  | 2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| mysqlx_port                                                | 33060                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| mysqlx_port_open_timeout                                   | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| mysqlx_read_timeout                                        | 30                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| mysqlx_socket                                              | /var/run/mysqld/mysqlx.sock                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| mysqlx_ssl_ca                                              | /db/metadata/ca.pem                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| mysqlx_ssl_capath                                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| mysqlx_ssl_cert                                            | /db/metadata/server-cert.pem                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| mysqlx_ssl_cipher                                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| mysqlx_ssl_crl                                             |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| mysqlx_ssl_crlpath                                         |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| mysqlx_ssl_key                                             | /db/metadata/server-key.pem                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| mysqlx_wait_timeout                                        | 28800                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| mysqlx_write_timeout                                       | 60                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| mysqlx_zstd_default_compression_level                      | 3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| mysqlx_zstd_max_client_compression_level                   | 11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| net_buffer_length                                          | 16384                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| net_read_timeout                                           | 30                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| net_retry_count                                            | 10                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| net_write_timeout                                          | 60                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| new                                                        | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| ngram_token_size                                           | 2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| offline_mode                                               | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| old                                                        | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| old_alter_table                                            | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| open_files_limit                                           | 131072                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| optimizer_max_subgraph_pairs                               | 100000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| optimizer_prune_level                                      | 1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| optimizer_search_depth                                     | 62                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| optimizer_switch                                           | index_merge=on,index_merge_union=on,index_merge_sort_union=on,index_merge_intersection=on,engine_condition_pushdown=on,index_condition_pushdown=on,mrr=on,mrr_cost_based=on,block_nested_loop=on,batched_key_access=off,materialization=on,semijoin=on,loosescan=on,firstmatch=on,duplicateweedout=on,subquery_materialization_cost_based=on,use_index_extensions=on,condition_fanout_filter=on,derived_merge=on,use_invisible_indexes=off,skip_scan=on,hash_join=on,subquery_to_derived=off,prefer_ordering_index=on,hypergraph_optimizer=off,derived_condition_pushdown=on |
| optimizer_trace                                            | enabled=off,one_line=off                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| optimizer_trace_features                                   | greedy_search=on,range_optimizer=on,dynamic_range=on,repeated_subselect=on                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| optimizer_trace_limit                                      | 1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| optimizer_trace_max_mem_size                               | 1048576                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| optimizer_trace_offset                                     | -1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| parser_max_mem_size                                        | 18446744073709551615                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| partial_revokes                                            | ON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| password_history                                           | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| password_require_current                                   | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| password_reuse_interval                                    | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| performance_schema                                         | ON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| performance_schema_accounts_size                           | -1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| performance_schema_digests_size                            | 10000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
